emp_id,emp_class,branch_id,peer_cluster,is_on_notice_period,performance_score,peer_cluster_id,join_date,zone_id,role_level,is_new_hire
EMP_1312,CLERK,BR_19,10,0,3.64,2,2025-06-21,Tier-3,2,0
EMP_1313,CLERK,BR_12,10,0,2.16,1,2021-07-14,Tier-2,3,0
EMP_1314,MANAGER,BR_16,13,0,1.42,3,2023-09-22,Tier-3,1,0
EMP_1315,MANAGER,BR_18,2,0,3.98,3,2024-08-12,Tier-3,2,0
EMP_1316,CLERK,BR_17,10,0,2.62,2,2025-06-25,Tier-3,3,0
EMP_1317,CLERK,BR_12,1,0,2.24,1,2024-11-19,Tier-2,1,0
EMP_1318,CLERK,BR_14,14,0,3.32,1,2021-04-19,Tier-2,2,0
EMP_1319,CLERK,BR_18,10,0,2.69,1,2026-03-10,Tier-3,3,1
EMP_1320,CLERK,BR_11,10,0,3.45,2,2024-10-22,Tier-2,1,0
EMP_1321,CLERK,BR_12,0,0,4.91,1,2025-03-24,Tier-2,2,0
EMP_1322,MANAGER,BR_15,4,0,1.7,4,2021-08-22,Tier-2,3,0
EMP_1323,CLERK,BR_09,12,0,4.89,2,2022-11-27,Tier-2,1,0
EMP_1324,MANAGER,BR_10,7,0,3.71,3,2024-08-16,Tier-2,2,0
EMP_1325,CLERK,BR_09,0,0,2.16,2,2023-09-27,Tier-2,3,0
EMP_1326,CLERK,BR_08,9,0,4.64,1,2021-10-07,Tier-2,1,0
EMP_1327,MANAGER,BR_04,5,0,3.75,3,2022-08-17,Tier-1,2,0
EMP_1328,IT_ADMIN,BR_07,11,0,1.39,6,2025-11-06,Tier-1,3,0
EMP_1329,MANAGER,BR_11,2,0,4.9,4,2024-05-03,Tier-2,1,0
EMP_1330,CLERK,BR_04,1,0,4.56,1,2021-05-11,Tier-1,2,0
EMP_1331,MANAGER,BR_18,14,0,4.3,3,2024-02-24,Tier-3,3,0
EMP_1332,MANAGER,BR_06,4,0,4.29,3,2022-12-24,Tier-1,1,0
EMP_1333,CLERK,BR_07,5,0,2.46,2,2025-11-22,Tier-1,2,0
EMP_1334,CLERK,BR_07,11,1,1.54,2,2025-12-09,Tier-1,3,0
EMP_1335,CLERK,BR_16,6,0,3.74,1,2024-05-17,Tier-3,1,0
EMP_1336,CLERK,BR_09,2,0,3.66,2,2022-05-13,Tier-2,2,0
EMP_1337,CLERK,BR_19,3,0,1.81,2,2023-11-26,Tier-3,3,0
EMP_1338,CLERK,BR_17,2,0,3.02,2,2022-11-30,Tier-3,1,0
EMP_1339,MANAGER,BR_20,12,0,3.03,3,2024-05-26,Tier-3,2,0
EMP_1340,CLERK,BR_10,8,0,4.04,1,2026-03-09,Tier-2,3,1
EMP_1341,CLERK,BR_04,14,0,2.85,1,2026-03-20,Tier-1,1,1
EMP_1342,CLERK,BR_07,5,0,4.11,2,2022-04-22,Tier-1,2,0
EMP_1343,CLERK,BR_10,8,0,2.89,1,2024-07-24,Tier-2,3,0
EMP_1344,IT_ADMIN,BR_08,8,0,4.08,5,2023-04-21,Tier-2,1,0
EMP_1345,MANAGER,BR_12,14,0,1.06,3,2024-07-21,Tier-2,2,0
EMP_1346,MANAGER,BR_06,4,0,4.89,3,2021-09-04,Tier-1,3,0
EMP_1347,CLERK,BR_10,13,0,1.65,1,2023-07-27,Tier-2,1,0
EMP_1348,CLERK,BR_01,2,0,1.49,2,2025-08-30,Tier-1,2,0
EMP_1349,CLERK,BR_18,4,1,3.72,1,2024-09-05,Tier-3,3,0
EMP_1350,CLERK,BR_05,14,0,2.98,2,2025-03-11,Tier-1,1,0
EMP_1351,CLERK,BR_09,13,0,2.53,2,2023-09-08,Tier-2,2,0
EMP_1352,CLERK,BR_02,7,0,3.38,1,2021-08-23,Tier-1,3,0
EMP_1353,CLERK,BR_02,12,0,1.1,1,2021-05-07,Tier-1,1,0
EMP_1354,MANAGER,BR_18,4,0,2.67,3,2023-11-28,Tier-3,2,0
EMP_1355,MANAGER,BR_10,11,0,4.97,3,2021-07-03,Tier-2,3,0
EMP_1356,CLERK,BR_05,13,1,3.86,2,2024-04-28,Tier-1,1,0
EMP_1357,CLERK,BR_16,5,0,2.8,1,2023-08-08,Tier-3,2,0
EMP_1358,CLERK,BR_04,12,0,3.03,1,2022-12-26,Tier-1,3,0
EMP_1359,CLERK,BR_01,1,0,4.98,2,2023-07-06,Tier-1,1,0
EMP_1360,CLERK,BR_19,7,0,4.5,2,2023-06-25,Tier-3,2,0
EMP_1361,CLERK,BR_10,1,0,2.53,1,2025-11-16,Tier-2,3,0
EMP_1362,MANAGER,BR_16,2,0,3.8,3,2022-09-04,Tier-3,1,0
EMP_1363,CLERK,BR_16,12,0,3.54,1,2021-10-18,Tier-3,2,0
EMP_1364,IT_ADMIN,BR_15,3,0,1.54,6,2022-08-28,Tier-2,3,0
EMP_1365,MANAGER,BR_11,13,0,4.66,4,2023-10-25,Tier-2,1,0
EMP_1366,CLERK,BR_06,10,0,1.71,1,2025-09-09,Tier-1,2,0
EMP_1367,CLERK,BR_02,11,0,2.06,1,2024-03-10,Tier-1,3,0
EMP_1368,CLERK,BR_09,10,0,1.93,2,2025-12-17,Tier-2,1,0
EMP_1369,CLERK,BR_16,6,0,3.9,1,2022-04-07,Tier-3,2,0
EMP_1370,CLERK,BR_04,13,0,1.21,1,2024-04-28,Tier-1,3,0
EMP_1371,CLERK,BR_03,12,0,1.19,2,2022-05-11,Tier-1,1,0
EMP_1372,MANAGER,BR_13,8,0,2.18,4,2021-10-31,Tier-2,2,0
EMP_1373,MANAGER,BR_16,5,0,3.28,3,2021-06-19,Tier-3,3,0
EMP_1374,MANAGER,BR_03,1,0,2.57,4,2025-07-24,Tier-1,1,0
EMP_1375,CLERK,BR_19,12,0,1.11,2,2021-12-25,Tier-3,2,0
EMP_1376,CLERK,BR_02,6,0,1.42,1,2026-01-20,Tier-1,3,0
EMP_1377,CLERK,BR_05,0,0,1.49,2,2022-05-06,Tier-1,1,0
EMP_1378,CLERK,BR_05,4,0,1.21,2,2023-07-03,Tier-1,2,0
EMP_1379,CLERK,BR_19,8,0,2.18,2,2024-07-22,Tier-3,3,0
EMP_1380,CLERK,BR_10,1,0,1.14,1,2026-03-23,Tier-2,1,1
EMP_1381,IT_ADMIN,BR_03,7,1,1.31,6,2021-05-29,Tier-1,2,0
EMP_1382,CLERK,BR_08,5,0,2.66,1,2025-05-04,Tier-2,3,0
EMP_1383,CLERK,BR_04,10,0,3.28,1,2021-08-09,Tier-1,1,0
EMP_1384,CLERK,BR_18,11,0,4.85,1,2023-05-19,Tier-3,2,0
EMP_1385,MANAGER,BR_14,10,0,3.39,3,2021-07-04,Tier-2,3,0
EMP_1386,MANAGER,BR_20,4,0,3.77,3,2024-10-12,Tier-3,1,0
EMP_1387,CLERK,BR_20,9,1,4.19,1,2025-12-06,Tier-3,2,0
EMP_1388,MANAGER,BR_20,6,0,1.52,3,2024-11-12,Tier-3,3,0
EMP_1389,IT_ADMIN,BR_08,13,0,2.74,5,2021-06-24,Tier-2,1,0
EMP_1390,CLERK,BR_17,10,0,2.29,2,2025-05-24,Tier-3,2,0
EMP_1391,MANAGER,BR_13,5,0,2.03,4,2021-08-23,Tier-2,3,0
EMP_1392,CLERK,BR_15,1,0,1.38,2,2025-09-23,Tier-2,1,0
EMP_1393,MANAGER,BR_15,10,0,3.45,4,2024-07-21,Tier-2,2,0
EMP_1394,IT_ADMIN,BR_10,3,0,2.8,5,2023-05-09,Tier-2,3,0
EMP_1395,MANAGER,BR_19,7,0,2.53,4,2024-09-06,Tier-3,1,0
EMP_1396,CLERK,BR_14,0,0,4.81,1,2025-09-04,Tier-2,2,0
EMP_1397,CLERK,BR_10,9,0,3.02,1,2026-03-14,Tier-2,3,1
EMP_1398,MANAGER,BR_19,14,0,2.84,4,2024-06-17,Tier-3,1,0
EMP_1399,CLERK,BR_20,8,0,4.63,1,2025-04-01,Tier-3,2,0
EMP_1400,CLERK,BR_02,5,0,4.77,1,2022-01-31,Tier-1,3,0
EMP_1401,CLERK,BR_20,14,0,1.75,1,2023-07-16,Tier-3,1,0
EMP_1402,CLERK,BR_04,9,0,1.95,1,2021-12-10,Tier-1,2,0
EMP_1403,MANAGER,BR_07,3,1,2.81,4,2025-07-11,Tier-1,3,0
EMP_1404,CLERK,BR_07,10,0,2.46,2,2023-02-17,Tier-1,1,0
EMP_1405,CLERK,BR_09,1,0,1.1,2,2025-10-30,Tier-2,2,0
EMP_1406,CLERK,BR_03,10,0,4.35,2,2023-08-12,Tier-1,3,0
EMP_1407,CLERK,BR_06,13,0,3.87,1,2023-12-22,Tier-1,1,0
EMP_1408,CLERK,BR_08,7,1,2.98,1,2023-08-23,Tier-2,2,0
EMP_1409,CLERK,BR_06,14,0,3.36,1,2022-12-02,Tier-1,3,0
EMP_1410,CLERK,BR_18,11,0,1.81,1,2023-11-18,Tier-3,1,0
EMP_1411,CLERK,BR_03,4,0,3.26,2,2025-10-03,Tier-1,2,0
EMP_1412,CLERK,BR_06,10,0,2.03,1,2025-02-10,Tier-1,3,0
EMP_1413,MANAGER,BR_01,6,0,4.69,4,2024-04-06,Tier-1,1,0
EMP_1414,MANAGER,BR_14,1,0,1.87,3,2023-05-13,Tier-2,2,0
EMP_1415,CLERK,BR_15,2,0,2.37,2,2024-07-11,Tier-2,3,0
EMP_1416,IT_ADMIN,BR_20,0,0,3.86,5,2025-10-14,Tier-3,1,0
EMP_1417,MANAGER,BR_16,0,0,2.01,3,2024-05-22,Tier-3,2,0
EMP_1418,CLERK,BR_10,4,0,4.49,1,2022-11-15,Tier-2,3,0
EMP_1419,MANAGER,BR_02,7,0,2.11,3,2023-10-02,Tier-1,1,0
EMP_1420,CLERK,BR_08,1,0,4.33,1,2023-09-25,Tier-2,2,0
EMP_1421,CLERK,BR_10,1,1,4.79,1,2024-09-30,Tier-2,3,0
EMP_1422,CLERK,BR_10,3,0,1.72,1,2026-03-02,Tier-2,1,1
EMP_1423,CLERK,BR_15,14,0,2.93,2,2025-09-18,Tier-2,2,0
EMP_1424,MANAGER,BR_03,8,0,1.56,4,2022-05-09,Tier-1,3,0
EMP_1425,CLERK,BR_08,2,0,1.5,1,2025-06-10,Tier-2,1,0
EMP_1426,CLERK,BR_09,6,0,1.25,2,2024-06-02,Tier-2,2,0
EMP_1427,CLERK,BR_19,7,0,3.94,2,2021-12-13,Tier-3,3,0
EMP_1428,CLERK,BR_07,5,0,2.1,2,2021-06-15,Tier-1,1,0
EMP_1429,CLERK,BR_14,10,0,2.54,1,2022-09-03,Tier-2,2,0
EMP_1430,MANAGER,BR_04,11,0,2.68,3,2025-01-29,Tier-1,3,0
EMP_1431,CLERK,BR_18,11,0,3.17,1,2024-03-13,Tier-3,1,0
EMP_1432,CLERK,BR_08,8,0,2.53,1,2022-02-16,Tier-2,2,0
EMP_1433,CLERK,BR_05,6,0,4.42,2,2023-10-18,Tier-1,3,0
EMP_1434,CLERK,BR_09,9,0,3.58,2,2024-07-04,Tier-2,1,0
EMP_1435,CLERK,BR_05,11,0,1.67,2,2023-08-17,Tier-1,2,0
EMP_1436,CLERK,BR_03,11,0,1.83,2,2024-02-05,Tier-1,3,0
EMP_1437,CLERK,BR_02,2,0,2.6,1,2021-12-01,Tier-1,1,0
EMP_1438,MANAGER,BR_06,14,0,2.9,3,2022-02-07,Tier-1,2,0
EMP_1439,CLERK,BR_10,6,0,2.84,1,2025-10-07,Tier-2,3,0
EMP_1440,MANAGER,BR_20,10,0,4.2,3,2025-04-05,Tier-3,1,0
EMP_1441,CLERK,BR_19,1,1,2.54,2,2024-05-29,Tier-3,2,0
EMP_1442,CLERK,BR_10,13,0,4.19,1,2025-06-15,Tier-2,3,0
EMP_1443,CLERK,BR_15,7,0,1.26,2,2025-05-24,Tier-2,1,0
EMP_1444,MANAGER,BR_04,9,0,1.29,3,2026-03-11,Tier-1,2,1
EMP_1445,CLERK,BR_15,6,0,4.49,2,2022-07-29,Tier-2,3,0
EMP_1446,CLERK,BR_10,4,0,2.75,1,2022-03-27,Tier-2,1,0
EMP_1447,CLERK,BR_13,0,0,1.23,2,2023-06-11,Tier-2,2,0
EMP_1448,IT_ADMIN,BR_09,11,0,1.48,6,2026-02-20,Tier-2,3,0
EMP_1449,IT_ADMIN,BR_17,5,0,1.68,6,2021-10-11,Tier-3,1,0
EMP_1450,CLERK,BR_18,3,0,3.28,1,2022-05-22,Tier-3,2,0
EMP_1451,MANAGER,BR_16,7,0,3.3,3,2022-02-07,Tier-3,3,0
EMP_1452,CLERK,BR_15,7,1,2.54,2,2021-11-23,Tier-2,1,0
EMP_1453,CLERK,BR_03,3,0,1.46,2,2021-04-02,Tier-1,2,0
EMP_1454,MANAGER,BR_20,13,0,1.07,3,2026-01-21,Tier-3,3,0
EMP_1455,CLERK,BR_02,5,0,4.63,1,2023-05-15,Tier-1,1,0
EMP_1456,IT_ADMIN,BR_14,1,0,2.75,5,2025-12-13,Tier-2,2,0
EMP_1457,MANAGER,BR_11,10,0,3.32,4,2024-06-05,Tier-2,3,0
EMP_1458,CLERK,BR_20,5,0,3.78,1,2021-11-15,Tier-3,1,0
EMP_1459,MANAGER,BR_09,8,0,2.71,4,2023-12-06,Tier-2,2,0
EMP_1460,MANAGER,BR_01,14,0,2.27,4,2022-10-19,Tier-1,3,0
EMP_1461,CLERK,BR_03,10,0,3.2,2,2021-06-11,Tier-1,1,0
EMP_1462,MANAGER,BR_08,5,0,4.26,3,2022-06-05,Tier-2,2,0
EMP_1463,MANAGER,BR_19,0,0,4.81,4,2024-08-05,Tier-3,3,0
EMP_1464,CLERK,BR_19,6,0,2.37,2,2023-08-13,Tier-3,1,0
EMP_1465,CLERK,BR_01,4,0,3.01,2,2022-03-08,Tier-1,2,0
EMP_1466,CLERK,BR_09,3,0,3.15,2,2022-08-07,Tier-2,3,0
EMP_1467,CLERK,BR_19,1,0,3.75,2,2023-02-02,Tier-3,1,0
EMP_1468,CLERK,BR_02,13,0,4.14,1,2021-07-23,Tier-1,2,0
EMP_1469,IT_ADMIN,BR_06,13,0,2.17,5,2022-11-22,Tier-1,3,0
EMP_1470,MANAGER,BR_16,7,0,3.99,3,2021-11-10,Tier-3,1,0
EMP_1471,CLERK,BR_17,1,1,2.67,2,2023-09-09,Tier-3,2,0
EMP_1472,MANAGER,BR_15,10,0,1.62,4,2022-11-09,Tier-2,3,0
EMP_1473,CLERK,BR_09,3,0,2.75,2,2023-01-29,Tier-2,1,0
EMP_1474,CLERK,BR_06,10,0,3.99,1,2022-12-22,Tier-1,2,0
EMP_1475,CLERK,BR_19,10,0,3.13,2,2026-03-18,Tier-3,3,1
EMP_1476,CLERK,BR_14,9,0,2.87,1,2024-09-26,Tier-2,1,0
EMP_1477,CLERK,BR_16,0,0,1.09,1,2024-08-05,Tier-3,2,0
EMP_1478,CLERK,BR_03,0,0,4.34,2,2024-10-31,Tier-1,3,0
EMP_1479,CLERK,BR_16,12,0,3.05,1,2023-04-27,Tier-3,1,0
EMP_1480,CLERK,BR_12,5,0,2.24,1,2023-04-22,Tier-2,2,0
EMP_1481,CLERK,BR_14,3,0,4.28,1,2025-10-20,Tier-2,3,0
EMP_1482,CLERK,BR_11,2,0,2.51,2,2022-06-23,Tier-2,1,0
EMP_1483,CLERK,BR_11,12,0,4.19,2,2023-02-02,Tier-2,2,0
EMP_1484,CLERK,BR_04,9,0,1.1,1,2024-12-09,Tier-1,3,0
EMP_1485,CLERK,BR_06,3,0,4.58,1,2024-01-01,Tier-1,1,0
EMP_1486,CLERK,BR_11,1,1,2.4,2,2023-03-06,Tier-2,2,0
EMP_1487,MANAGER,BR_14,13,0,3.85,3,2024-10-09,Tier-2,3,0
EMP_1488,IT_ADMIN,BR_16,12,1,2.03,5,2024-08-09,Tier-3,1,0
EMP_1489,CLERK,BR_10,8,0,2.05,1,2024-12-15,Tier-2,2,0
EMP_1490,CLERK,BR_13,3,0,2.35,2,2026-01-26,Tier-2,3,0
EMP_1491,MANAGER,BR_18,9,0,1.86,3,2025-05-12,Tier-3,1,0
EMP_1492,CLERK,BR_02,3,0,1.14,1,2024-05-17,Tier-1,2,0
EMP_1493,CLERK,BR_15,13,0,2.51,2,2025-10-17,Tier-2,3,0
EMP_1494,CLERK,BR_03,13,0,1.06,2,2023-01-04,Tier-1,1,0
EMP_1495,CLERK,BR_11,3,0,1.48,2,2023-12-03,Tier-2,2,0
EMP_1496,MANAGER,BR_09,5,0,3.87,4,2022-07-20,Tier-2,3,0
EMP_1497,CLERK,BR_11,12,0,3.58,2,2025-08-13,Tier-2,1,0
EMP_1498,CLERK,BR_04,2,0,2.36,1,2024-01-27,Tier-1,2,0
EMP_1499,CLERK,BR_13,12,0,1.31,2,2024-07-17,Tier-2,3,0
