timestamp,transaction_id,emp_id,emp_class,branch_id,action_type,amount,account_touched,destination_account,ip_address,transfer_channel,records_accessed,dwell_time_seconds,raw_complaint_text,hr_remark_text,is_fraud_flag,calendar_context,login_hour,off_hours_flag
2025-10-02 12:28:05,5efc0364-2fa3-4510-a0a3-d31f3be77daa,EMP_1241,CLERK,BR_06,System_Login,295264.92,ACC_2081,ACC_6929,10.6.59.35,SYSTEM,104,52.6,Routine account inquiry. Resolved satisfactorily.,Attended mandatory AML training.,0,NORMAL,12,0
2025-10-02 12:28:56,58146f6f-0d46-4d48-a7d9-4a05aaab88e5,EMP_1023,CLERK,BR_10,Initiate,25066.74,ACC_2527,ACC_2878,10.10.111.67,IMPS,107,177.9,Minor delay in credit. Resolved within SLA.,Completed fraud awareness workshop.,0,NORMAL,12,0
2025-10-02 12:29:49,bcdb40d0-5e5f-4037-93f5-ffc96582673d,EMP_1327,CLERK,BR_07,DB_Read,291665.39,ACC_8111,ACC_6937,10.7.42.118,SYSTEM,104,55.5,Customer query regarding statement. Clarified.,Medical leave approved — 3 days.,0,NORMAL,12,0
2025-10-02 12:31:45,5583181f-e013-4fcd-9f7b-905e9491929d,EMP_1027,CLERK,BR_17,System_Login,446658.32,ACC_4078,ACC_9110,10.17.250.116,SYSTEM,121,93.5,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,0,NORMAL,12,0
2025-10-02 12:35:33,fd2b5dec-b469-464a-81a7-de2f8faca615,EMP_1001,CLERK,BR_12,System_Login,107613.25,ACC_3955,ACC_5344,10.12.154.4,SYSTEM,80,125.2,,,0,NORMAL,12,0
2025-10-02 12:38:14,98c4d106-d6db-4d24-9574-707ed38943a8,EMP_1112,CLERK,BR_11,DB_Read,462490.86,ACC_8229,ACC_5946,10.11.32.173,SYSTEM,123,262.6,Loan EMI processed as per schedule.,Transferred to BR_05 on mutual request.,0,NORMAL,12,0
2025-10-02 12:42:27,040d1a27-7bbf-4356-b3f1-e5692b22caa8,EMP_1327,CLERK,BR_07,Initiate,397429.48,ACC_6825,ACC_1074,10.7.70.46,NEFT,150,203.4,IMPS transfer confirmed by customer.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,12,0
2025-10-02 12:43:11,aad47f9e-611a-40a7-97c8-aed84edb5bcd,EMP_1271,CLERK,BR_01,DB_Read,474350.48,ACC_5996,ACC_5806,10.1.146.16,SYSTEM,109,202.7,Minor delay in credit. Resolved within SLA.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,12,0
2025-10-02 12:45:55,f6cfc13d-fd75-4f63-8cf6-78982d711bb9,EMP_1057,CLERK,BR_03,Initiate,95047.62,ACC_4852,ACC_1357,10.3.120.70,NEFT,95,212.7,Customer query regarding statement. Clarified.,Annual leave approved.,0,NORMAL,12,0
2025-10-02 12:49:39,675e23a8-3cd9-4054-8d25-51b0d02317bf,EMP_1340,CLERK,BR_16,System_Login,187174.5,ACC_5188,ACC_5548,10.16.136.190,SYSTEM,132,115.2,Customer query regarding statement. Clarified.,Transferred to BR_05 on mutual request.,0,NORMAL,12,0
2025-10-02 12:55:26,035a1630-ac48-4582-a7f8-198c7db9bfa3,EMP_1431,CLERK,BR_10,DB_Read,180806.12,ACC_7373,ACC_4996,10.10.69.21,SYSTEM,137,249.3,IMPS transfer confirmed by customer.,Completed fraud awareness workshop.,0,NORMAL,12,0
2025-10-02 12:57:15,c71bd03d-33eb-4eab-b5aa-5c68f56caa2f,EMP_1199,CLERK,BR_18,Initiate,434796.55,ACC_6419,ACC_7611,10.18.11.69,RTGS,98,42.8,IMPS transfer confirmed by customer.,Target achieved for Q3 2025.,0,NORMAL,12,0
2025-10-02 12:58:24,401b2ad5-e240-4850-8e8f-76e6a6dbf7ae,EMP_1293,CLERK,BR_03,Initiate,46961.29,ACC_5018,ACC_5792,10.3.213.48,NEFT,110,50.2,Routine account inquiry. Resolved satisfactorily.,Target achieved for Q3 2025.,0,NORMAL,12,0
2025-10-02 12:59:08,9f884e4a-e711-4448-89b7-4b421e25d365,EMP_1194,CLERK,BR_13,Initiate,122461.47,ACC_8391,ACC_3703,10.13.83.157,NEFT,103,30.1,Routine account inquiry. Resolved satisfactorily.,Target achieved for Q3 2025.,0,NORMAL,12,0
2025-10-02 13:02:00,e0dc9259-ae94-4386-b391-332fb6b0cc12,EMP_1128,CLERK,BR_19,DB_Read,337757.96,ACC_9519,ACC_3575,10.19.10.137,SYSTEM,110,112.8,,,0,NORMAL,13,0
2025-10-02 13:10:34,4c5f0d15-7c91-4118-a0a7-481bc45baea6,EMP_1198,CLERK,BR_05,DB_Read,106578.13,ACC_4857,ACC_1901,10.5.224.209,SYSTEM,112,241.4,,,0,NORMAL,13,0
2025-10-02 13:13:59,013614a9-96e8-4d88-aac7-f11dd778cc84,EMP_1090,CLERK,BR_10,DB_Read,257604.67,ACC_7558,ACC_8673,10.10.146.101,SYSTEM,129,174.9,KYC update verified. Documents in order.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,13,0
2025-10-02 13:14:34,ae81a479-ee6f-4af8-8f25-d12ef6b9a8db,EMP_1143,CLERK,BR_02,DB_Read,318349.24,ACC_8413,ACC_9451,10.2.233.201,SYSTEM,85,192.2,,,0,NORMAL,13,0
2025-10-02 13:15:11,100dcf32-bebb-4969-92c8-624e5db53a85,EMP_1042,CLERK,BR_17,Initiate,233256.26,ACC_8840,ACC_2577,10.17.92.116,RTGS,142,288.6,Customer query regarding statement. Clarified.,Attended mandatory AML training.,0,NORMAL,13,0
2025-10-02 13:19:12,85d46972-addd-4a68-8bd2-ba810244623c,EMP_1078,CLERK,BR_17,DB_Read,40734.83,ACC_3479,ACC_5264,10.17.128.212,SYSTEM,116,213.8,Routine account inquiry. Resolved satisfactorily.,Completed CBS upgrade training.,0,NORMAL,13,0
2025-10-02 13:19:58,4f8ec431-e2ac-4c47-931a-9bb3edba01ea,EMP_1109,CLERK,BR_18,DB_Read,35335.34,ACC_2974,ACC_6373,10.18.41.165,SYSTEM,122,57.9,Customer verified transaction manually. No issues reported.,Performance review: Satisfactory.,0,NORMAL,13,0
2025-10-02 13:24:38,c9e0f952-4d1d-4de7-a88b-2d4282295e2e,EMP_1033,MANAGER,BR_01,DB_Read,2846958.28,ACC_8323,ACC_4770,10.1.229.169,SYSTEM,39,235.2,Minor delay in credit. Resolved within SLA.,Completed CBS upgrade training.,0,NORMAL,13,0
2025-10-02 13:27:17,50fd370d-3350-41d7-af56-324bf716d2c0,EMP_1495,CLERK,BR_19,DB_Read,126028.06,ACC_8716,ACC_4625,10.19.21.73,SYSTEM,136,170.1,Customer verified transaction manually. No issues reported.,Performance review: Satisfactory.,0,NORMAL,13,0
2025-10-02 13:30:36,b0b719ee-dc07-45fb-a4cb-dc8963a7c2a9,EMP_1207,CLERK,BR_17,Initiate,94045.03,ACC_4399,ACC_6466,10.17.214.96,NEFT,107,245.4,Signature mismatch resolved after verification.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,13,0
2025-10-02 13:32:14,d5d174c0-35f1-4e8e-abfc-508a486a6eae,EMP_1248,CLERK,BR_16,System_Login,136654.65,ACC_2442,ACC_2653,10.16.47.80,SYSTEM,109,63.4,,,0,NORMAL,13,0
2025-10-02 13:32:24,56726d9c-5b09-4ffd-809b-c7a88c18453f,EMP_1443,CLERK,BR_16,System_Login,391916.76,ACC_2582,ACC_4705,10.16.89.234,SYSTEM,116,47.6,Customer query regarding statement. Clarified.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,13,0
2025-10-02 13:32:27,a2df7534-921b-45f0-b540-5c22719d2622,EMP_1030,CLERK,BR_13,System_Login,196823.28,ACC_4020,ACC_9998,10.13.161.155,SYSTEM,124,150.3,Standard NEFT processing — customer confirmed.,Completed fraud awareness workshop.,0,NORMAL,13,0
2025-10-02 13:32:51,19dc1797-98fb-4ec2-9293-b8a24e509a28,EMP_1456,CLERK,BR_14,DB_Read,96993.07,ACC_6294,ACC_5588,10.14.218.247,SYSTEM,80,145.5,,,0,NORMAL,13,0
2025-10-02 13:38:39,4ff4e6a0-9b39-4783-9364-cd26b10aeb5e,EMP_1051,MANAGER,BR_08,System_Login,1703089.12,ACC_8011,ACC_9549,10.8.202.96,SYSTEM,43,169.3,Account balance inquiry. Normal operation.,Performance review: Satisfactory.,0,NORMAL,13,0
2025-10-02 13:40:59,c328a688-3482-4f1c-ae0e-96875b055114,EMP_1000,IT_ADMIN,BR_11,SYSTEM_BULK_EXPORT,61.0,ACC_9335,ACC_3927,10.11.87.10,SYSTEM,29089,0.0024,Signature mismatch resolved after verification.,Annual leave approved.,0,NORMAL,13,0
2025-10-02 13:44:46,ae0e6b3f-aec1-451f-ad86-41669f4279ea,EMP_1046,CLERK,BR_13,DB_Read,430925.39,ACC_1734,ACC_6958,10.13.101.71,SYSTEM,140,268.6,Customer query regarding statement. Clarified.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,13,0
2025-10-02 13:45:06,21bb3798-96bd-4f27-a891-5ae3516101ea,EMP_1376,CLERK,BR_05,Initiate,464962.87,ACC_6612,ACC_6291,10.5.219.124,NEFT,92,48.3,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,0,NORMAL,13,0
2025-10-02 13:46:03,4a435af1-629d-49af-a1f0-2e6dbf95286f,EMP_1359,CLERK,BR_02,Initiate,309474.54,ACC_9676,ACC_7005,10.2.240.64,RTGS,83,57.4,Signature mismatch resolved after verification.,Target achieved for Q3 2025.,0,NORMAL,13,0
2025-10-02 13:49:31,f32eaa47-21ff-4dc3-9654-a22a079b6d1d,EMP_1336,CLERK,BR_06,System_Login,140372.98,ACC_2353,ACC_6257,10.6.130.34,SYSTEM,94,63.5,Customer verified transaction manually. No issues reported.,Completed fraud awareness workshop.,0,NORMAL,13,0
2025-10-02 13:50:36,79da0191-8814-4e07-ac1f-da55c2cd13d0,EMP_1267,CLERK,BR_07,Initiate,107848.84,ACC_7549,ACC_4375,71.188.129.89,UPI,101,281.9,Routine account inquiry. Resolved satisfactorily.,Annual leave approved.,0,NORMAL,13,0
2025-10-02 13:54:54,f9f52f57-22c8-4c47-a902-7847c81937eb,EMP_1383,MANAGER,BR_06,System_Login,599938.8,ACC_9688,ACC_3603,10.6.68.126,SYSTEM,26,172.8,KYC update verified. Documents in order.,Performance review: Satisfactory.,0,NORMAL,13,0
2025-10-02 13:55:10,37cec57f-0f5c-4be7-8fae-84265a1599ef,EMP_1150,MANAGER,BR_19,Approve,163206.91,ACC_6160,ACC_2946,10.19.220.183,UPI,45,197.2,Standard NEFT processing — customer confirmed.,Attended mandatory AML training.,0,NORMAL,13,0
2025-10-02 13:57:40,8c7e3a31-937b-448c-8c66-409b5ea4ddc6,EMP_1295,CLERK,BR_14,DB_Read,174743.74,ACC_6461,ACC_1318,10.14.43.25,SYSTEM,95,127.2,Minor delay in credit. Resolved within SLA.,Completed fraud awareness workshop.,0,QUARTER_END,13,0
2025-10-02 13:58:47,0ca3acfd-8122-44c8-8590-65144659efd3,EMP_1024,CLERK,BR_20,System_Login,246187.4,ACC_1628,ACC_6658,10.20.76.62,SYSTEM,84,224.0,Loan EMI processed as per schedule.,Medical leave approved — 3 days.,0,NORMAL,13,0
2025-10-02 14:04:23,05efe518-9060-48de-90df-c2519513198d,EMP_1230,CLERK,BR_05,Initiate,184021.93,ACC_4923,ACC_5390,10.5.119.123,UPI,140,169.5,Loan EMI processed as per schedule.,Annual leave approved.,0,NORMAL,14,0
2025-10-02 14:04:40,36ecc4a1-035c-48a9-8802-3e358491e289,EMP_1084,CLERK,BR_01,Initiate,468102.4,ACC_7512,ACC_8987,10.1.161.76,RTGS,116,254.5,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,0,NORMAL,14,0
2025-10-02 14:05:07,93c6136b-97ae-4174-857d-bc684b76bac5,EMP_1343,CLERK,BR_15,Initiate,71694.44,ACC_8905,ACC_1803,10.15.113.29,NEFT,118,237.5,Signature mismatch resolved after verification.,Attended mandatory AML training.,0,NORMAL,14,0
2025-10-02 14:05:50,4c66f877-1a4d-40bb-a191-ea6008d4a149,EMP_1079,CLERK,BR_09,Initiate,200165.64,ACC_7638,ACC_5356,10.9.173.121,NEFT,92,56.9,Signature mismatch resolved after verification.,Completed fraud awareness workshop.,0,FYE,14,0
2025-10-02 14:10:01,80c82b21-6d48-45f9-ab96-57b02f276006,EMP_1177,CLERK,BR_01,Initiate,406515.85,ACC_6843,ACC_6925,10.1.180.102,RTGS,141,84.1,Account balance inquiry. Normal operation.,Annual leave approved.,0,NORMAL,14,0
2025-10-02 14:10:25,cbacb41d-f365-413d-becc-8e2916e9b443,EMP_1247,CLERK,BR_14,DB_Read,290782.88,ACC_1930,ACC_3055,10.14.126.50,SYSTEM,111,294.6,Account balance inquiry. Normal operation.,Target achieved for Q3 2025.,0,NORMAL,14,0
2025-10-02 14:11:21,fe3e6c36-1862-45a6-be22-8a98726b46e4,EMP_1004,CLERK,BR_20,DB_Read,211212.58,ACC_7973,ACC_9160,3.186.10.59,SYSTEM,146,177.5,,,0,NORMAL,14,0
2025-10-02 14:11:37,92b0d9c4-07a4-45ef-803f-aad06dd2c714,EMP_1380,CLERK,BR_09,DB_Read,170241.99,ACC_6579,ACC_1510,10.9.93.56,SYSTEM,109,80.2,KYC update verified. Documents in order.,Completed CBS upgrade training.,0,NORMAL,14,0
2025-10-02 14:15:09,933e4909-2047-474e-9ee3-56f177dd8d4f,EMP_1077,CLERK,BR_03,Initiate,140652.57,ACC_9495,ACC_3811,10.3.85.189,NEFT,115,102.4,KYC update verified. Documents in order.,Performance review: Satisfactory.,0,NORMAL,14,0
2025-10-02 14:17:03,d4c3c654-a23a-4dd0-9789-4d1d4db3c902,EMP_1005,CLERK,BR_03,DB_Read,496776.43,ACC_3057,ACC_4043,10.3.240.3,SYSTEM,109,126.4,IMPS transfer confirmed by customer.,Attended mandatory AML training.,0,NORMAL,14,0
2025-10-02 14:18:37,8cd848aa-9ca9-4f1d-ae01-bd62ab18c8a7,EMP_1417,CLERK,BR_04,System_Login,274960.31,ACC_5289,ACC_1059,10.4.211.43,SYSTEM,147,145.7,,,0,NORMAL,14,0
2025-10-02 14:26:47,cef5b5f9-57b9-495a-a1ce-8654a95ab863,EMP_1132,CLERK,BR_20,System_Login,242120.17,ACC_2979,ACC_4281,10.20.203.175,SYSTEM,90,157.2,IMPS transfer confirmed by customer.,Completed CBS upgrade training.,0,NORMAL,14,0
2025-10-02 14:30:09,9a5a0ae1-ce40-4385-be7f-a2da6b3a006e,EMP_1474,CLERK,BR_08,System_Login,260998.08,ACC_8157,ACC_7025,10.8.129.26,SYSTEM,124,162.1,Minor delay in credit. Resolved within SLA.,Attended mandatory AML training.,0,NORMAL,14,0
2025-10-02 14:32:42,d1456b33-83ce-4be5-a00b-b227cd9d6b1a,EMP_1140,CLERK,BR_03,Initiate,135217.24,ACC_4752,ACC_1321,10.3.85.189,NEFT,124,176.2,KYC update verified. Documents in order.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,14,0
2025-10-02 14:32:52,8c6807e2-b72d-4d85-abaf-edf48d12a6b0,EMP_1123,CLERK,BR_17,Initiate,143407.38,ACC_2123,ACC_9253,84.29.242.72,UPI,86,294.7,,,0,NORMAL,14,0
2025-10-02 14:33:24,268c0ceb-6d44-42da-96f5-68bdb8bcf77e,EMP_1333,CLERK,BR_13,DB_Read,480754.89,ACC_2851,ACC_6824,10.13.169.122,SYSTEM,142,38.0,Standard NEFT processing — customer confirmed.,Completed fraud awareness workshop.,0,NORMAL,14,0
2025-10-02 14:42:04,6839b38a-debe-43f4-bcc9-b54d424dde58,EMP_1269,CLERK,BR_12,DB_Read,121177.27,ACC_5535,ACC_8966,10.12.1.95,SYSTEM,103,191.6,Minor delay in credit. Resolved within SLA.,Annual leave approved.,0,NORMAL,14,0
2025-10-02 14:44:17,f12c0796-4835-4b37-b49c-71a020e3a597,EMP_1367,CLERK,BR_11,DB_Read,397145.65,ACC_1254,ACC_7337,158.212.27.81,SYSTEM,133,150.5,,,0,NORMAL,14,0
2025-10-02 14:44:55,db6e2aae-7ac1-45e6-808d-d8aa916c06bb,EMP_1397,CLERK,BR_07,System_Login,338374.05,ACC_6037,ACC_8346,10.7.182.165,SYSTEM,132,250.9,Loan EMI processed as per schedule.,Attended mandatory AML training.,0,NORMAL,14,0
2025-10-02 14:46:08,7614cea4-1c26-4767-90d8-0d96b99767d8,EMP_1378,MANAGER,BR_06,Initiate,1972780.22,ACC_5526,ACC_5389,10.6.32.76,NEFT,36,82.6,KYC update verified. Documents in order.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,14,0
2025-10-02 14:46:19,1b2e43eb-a2b3-4b4f-a2d1-0c97f8c0b61a,EMP_1462,CLERK,BR_19,DB_Read,41956.55,ACC_5840,ACC_3509,10.19.220.183,SYSTEM,97,221.7,Account balance inquiry. Normal operation.,Promoted to Senior Clerk. Effective April 2026.,0,FYE,14,0
2025-10-02 14:47:12,a9e6d515-6bdc-4778-b47f-dfd567effb90,EMP_1443,CLERK,BR_16,DB_Read,367140.51,ACC_6639,ACC_1601,10.16.132.177,SYSTEM,81,247.1,Loan EMI processed as per schedule.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,14,0
2025-10-02 14:47:23,d89f6aa2-828a-44ff-9ed2-5e58293dea9d,EMP_1244,CLERK,BR_20,Initiate,186946.54,ACC_2510,ACC_7411,10.20.129.131,IMPS,130,259.6,Account balance inquiry. Normal operation.,Performance review: Satisfactory.,0,NORMAL,14,0
2025-10-02 14:48:10,167bfc5e-c2c5-4446-a310-7feffb9d3f85,EMP_1187,CLERK,BR_19,Initiate,272639.16,ACC_5492,ACC_3580,10.19.247.215,RTGS,96,289.7,Standard NEFT processing — customer confirmed.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,14,0
2025-10-02 14:48:43,9d28312b-9b85-41b1-b349-a7a2b2ba0f44,EMP_1465,CLERK,BR_09,System_Login,381330.2,ACC_5634,ACC_9348,10.9.138.85,SYSTEM,104,77.3,,,0,NORMAL,14,0
2025-10-02 14:51:53,9a3472b0-ab5d-407d-9cd8-dfe9f4613cb6,EMP_1104,CLERK,BR_16,DB_Read,45450.9,ACC_9773,ACC_2970,10.16.162.151,SYSTEM,89,44.5,Standard NEFT processing — customer confirmed.,Promoted to Senior Clerk. Effective April 2026.,0,QUARTER_END,14,0
2025-10-02 15:00:17,17f7b088-ecf6-4a2e-bb25-c0122e1cdbfd,EMP_1129,CLERK,BR_07,DB_Read,195790.67,ACC_1470,ACC_5121,10.7.98.215,SYSTEM,108,154.6,Standard NEFT processing — customer confirmed.,Completed fraud awareness workshop.,0,NORMAL,15,0
2025-10-02 15:07:37,207c1c6f-0c62-4aa6-8389-c821095a9089,EMP_1479,CLERK,BR_06,DB_Read,330152.17,ACC_7981,ACC_7243,10.6.68.126,SYSTEM,131,108.4,KYC update verified. Documents in order.,Performance review: Satisfactory.,0,NORMAL,15,0
2025-10-02 15:08:20,040cf417-bfd8-4d4e-806f-646d79d8893d,EMP_1441,CLERK,BR_12,DB_Read,266680.83,ACC_6547,ACC_9485,148.177.14.118,SYSTEM,138,127.7,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,0,NORMAL,15,0
2025-10-02 15:08:40,8c06761b-656b-414b-befe-934a93546147,EMP_1187,CLERK,BR_19,DB_Read,199451.16,ACC_3229,ACC_6525,10.19.21.73,SYSTEM,142,163.4,Customer verified transaction manually. No issues reported.,Medical leave approved — 3 days.,0,NORMAL,15,0
2025-10-02 15:12:05,2ac5dc98-a144-4db3-8ac8-49b13753008e,EMP_1084,CLERK,BR_01,System_Login,334227.93,ACC_9863,ACC_5652,10.1.229.169,SYSTEM,80,82.7,Account balance inquiry. Normal operation.,Medical leave approved — 3 days.,0,NORMAL,15,0
2025-10-02 15:14:52,0217abc2-a93c-488b-b94b-7a9800a74942,EMP_1197,CLERK,BR_13,System_Login,310469.58,ACC_1008,ACC_8661,10.13.210.242,SYSTEM,88,34.3,,,0,QUARTER_END,15,0
2025-10-02 15:17:31,2f529886-0b56-4fe3-a0fe-5d342fdfd394,EMP_1451,CLERK,BR_10,System_Login,262564.82,ACC_9409,ACC_6590,10.10.25.87,SYSTEM,80,30.5,Signature mismatch resolved after verification.,Attended mandatory AML training.,0,NORMAL,15,0
2025-10-02 15:19:15,6a0f92aa-ba09-461d-847a-6de5249c3fbd,EMP_1446,CLERK,BR_14,System_Login,144790.68,ACC_9603,ACC_3906,219.88.132.105,SYSTEM,97,123.0,KYC update verified. Documents in order.,Performance review: Satisfactory.,0,NORMAL,15,0
2025-10-02 15:21:37,7dc66519-736e-4936-bedb-45ebebbcb500,EMP_1418,CLERK,BR_20,DB_Read,345178.08,ACC_9917,ACC_3477,10.20.203.175,SYSTEM,135,40.3,Account balance inquiry. Normal operation.,Target achieved for Q3 2025.,0,NORMAL,15,0
2025-10-02 15:21:53,9ec46ffd-93ac-4c17-b9fd-bea9950392c2,EMP_1236,CLERK,BR_14,Initiate,413536.94,ACC_8647,ACC_2901,10.14.249.249,RTGS,135,79.5,Account balance inquiry. Normal operation.,Transferred to BR_05 on mutual request.,0,QUARTER_END,15,0
2025-10-02 15:26:10,46d584ec-0896-40cf-bc22-437e897a16f0,EMP_1216,CLERK,BR_06,Initiate,295309.04,ACC_5340,ACC_8037,10.6.123.132,RTGS,105,102.3,,,0,NORMAL,15,0
2025-10-02 15:31:09,50911491-d368-4ded-98de-423a99d95a43,EMP_1023,CLERK,BR_10,System_Login,450276.37,ACC_5270,ACC_9974,10.10.174.75,SYSTEM,124,264.9,Routine account inquiry. Resolved satisfactorily.,Transferred to BR_05 on mutual request.,0,NORMAL,15,0
2025-10-02 15:35:37,843f78b4-30a3-4f35-9d5d-28d7235e8caa,EMP_1376,CLERK,BR_05,System_Login,477045.35,ACC_5464,ACC_5162,10.5.35.84,SYSTEM,114,134.5,Minor delay in credit. Resolved within SLA.,Medical leave approved — 3 days.,0,NORMAL,15,0
2025-10-02 15:35:47,6949ca82-fdde-4c4e-a647-b3f92a4809f5,EMP_1077,CLERK,BR_03,Initiate,253916.06,ACC_5949,ACC_8811,10.3.136.10,NEFT,115,113.8,Customer query regarding statement. Clarified.,Target achieved for Q3 2025.,0,NORMAL,15,0
2025-10-02 15:40:29,6d1d3af4-22b5-4622-aac4-07465dc49f56,EMP_1154,CLERK,BR_18,DB_Read,403814.21,ACC_8202,ACC_4392,10.18.120.116,SYSTEM,131,200.0,Minor delay in credit. Resolved within SLA.,Completed CBS upgrade training.,0,NORMAL,15,0
2025-10-02 15:41:33,b5dd48b7-6f54-48c0-9f3a-c8de03222cb9,EMP_1436,CLERK,BR_17,Initiate,137697.15,ACC_6859,ACC_6370,10.17.235.177,UPI,92,255.7,Customer query regarding statement. Clarified.,Completed CBS upgrade training.,0,NORMAL,15,0
2025-10-02 15:41:49,d41e07a8-5f02-467d-a3d9-297491403713,EMP_1005,CLERK,BR_03,DB_Read,321641.54,ACC_4384,ACC_4718,10.3.242.27,SYSTEM,131,256.0,,,0,NORMAL,15,0
2025-10-02 15:42:54,22d8977d-f970-4ddb-ae6d-c5c406758fd4,EMP_1023,CLERK,BR_10,System_Login,428804.96,ACC_2100,ACC_8928,10.10.14.176,SYSTEM,107,112.8,IMPS transfer confirmed by customer.,Attended mandatory AML training.,0,NORMAL,15,0
2025-10-02 15:46:09,bdc86ae2-72a3-4148-a6ad-fb1ab2665236,EMP_1078,CLERK,BR_17,System_Login,394926.11,ACC_6459,ACC_3541,158.212.27.81,SYSTEM,141,263.0,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,0,NORMAL,15,0
2025-10-02 15:48:52,a793f60b-3b65-4505-b9bd-8f45ca9d70c2,EMP_1178,CLERK,BR_17,System_Login,331364.01,ACC_7486,ACC_9159,217.242.74.246,SYSTEM,127,239.7,KYC update verified. Documents in order.,Annual leave approved.,0,NORMAL,15,0
2025-10-02 15:49:00,ecd0f398-47ea-4347-b364-37d293267a1e,EMP_1336,CLERK,BR_06,DB_Read,327356.2,ACC_4455,ACC_5350,10.6.18.157,SYSTEM,100,104.8,Loan EMI processed as per schedule.,Attended mandatory AML training.,0,NORMAL,15,0
2025-10-02 15:50:15,710a83d2-e8d8-40b5-857c-b972418e84d3,EMP_1341,CLERK,BR_05,Initiate,182958.02,ACC_3822,ACC_1167,10.5.59.139,UPI,150,136.2,Standard NEFT processing — customer confirmed.,Target achieved for Q3 2025.,0,NORMAL,15,0
2025-10-02 15:56:25,02d5e23b-cf50-4f97-9bce-02a6054f932a,EMP_1178,CLERK,BR_17,DB_Read,211832.53,ACC_1017,ACC_1500,10.17.215.37,SYSTEM,130,285.7,Minor delay in credit. Resolved within SLA.,Completed CBS upgrade training.,0,NORMAL,15,0
2025-10-02 15:57:38,a3e63d84-27d2-4dbd-8614-40ae5d92c72c,EMP_1182,CLERK,BR_08,Initiate,39010.29,ACC_9269,ACC_3092,158.212.27.81,NEFT,129,237.4,Standard NEFT processing — customer confirmed.,Medical leave approved — 3 days.,0,NORMAL,15,0
2025-10-02 15:57:39,26a33186-a2b3-46de-a22f-3a05ddfe351f,EMP_1027,CLERK,BR_17,DB_Read,276906.74,ACC_4264,ACC_1629,10.17.128.212,SYSTEM,150,135.6,IMPS transfer confirmed by customer.,Performance review: Satisfactory.,0,NORMAL,15,0
2025-10-02 16:02:40,b88d145b-98d2-46c9-bd9b-368659194805,EMP_1053,CLERK,BR_16,DB_Read,408546.21,ACC_4490,ACC_6561,10.16.47.80,SYSTEM,86,71.2,Account balance inquiry. Normal operation.,Transferred to BR_05 on mutual request.,0,NORMAL,16,0
2025-10-02 16:08:33,877e0035-2a4e-4ded-abe5-ada1a8443191,EMP_1328,CLERK,BR_18,Initiate,34936.36,ACC_5405,ACC_2148,10.18.71.195,IMPS,112,194.1,Account balance inquiry. Normal operation.,Transferred to BR_05 on mutual request.,0,QUARTER_END,16,0
2025-10-02 16:09:13,fa548ccd-e73d-4fe4-8d83-45772f80e40f,EMP_1401,MANAGER,BR_01,System_Login,536251.58,ACC_7451,ACC_7024,10.1.60.237,SYSTEM,35,148.6,Customer verified transaction manually. No issues reported.,Promoted to Senior Clerk. Effective April 2026.,0,NORMAL,16,0
2025-10-02 16:10:07,34dd4396-1cc8-4d81-8672-d75609460016,EMP_1053,CLERK,BR_16,System_Login,220238.04,ACC_9850,ACC_1998,158.212.27.81,SYSTEM,114,259.2,Loan EMI processed as per schedule.,Medical leave approved — 3 days.,0,QUARTER_END,16,0
2025-10-02 16:10:58,10a0f0e4-4119-4f1b-bc49-30ca9a1ebd06,EMP_1069,CLERK,BR_11,DB_Read,182863.58,ACC_7280,ACC_7214,10.11.32.173,SYSTEM,82,152.8,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,0,NORMAL,16,0
2025-10-02 16:14:02,8c4437ad-0aed-4cb5-b516-cda519bb72b4,EMP_1027,CLERK,BR_17,DB_Read,336334.42,ACC_7905,ACC_5149,10.17.241.181,SYSTEM,109,299.1,,,0,NORMAL,16,0
2025-10-02 16:14:53,ff9e1837-3ba0-4979-9d9a-8490e3f0ec14,EMP_1095,CLERK,BR_06,DB_Read,489616.74,ACC_3939,ACC_1218,10.6.182.132,SYSTEM,143,179.2,IMPS transfer confirmed by customer.,Completed CBS upgrade training.,0,NORMAL,16,0
2025-10-02 16:16:23,54d4ce1c-e9bb-4322-a24b-9c3e618c2f53,EMP_1274,IT_ADMIN,BR_11,System_Login,996.0,ACC_7666,ACC_1202,10.11.49.83,SYSTEM,82179,243.7,Minor delay in credit. Resolved within SLA.,Attended mandatory AML training.,0,NORMAL,16,0
