timestamp,transaction_id,emp_id,emp_class,branch_id,action_type,amount,account_touched,destination_account,transfer_channel,session_id,ip_address,raw_complaint_text,hr_remark_text,dest_account_watchlisted,is_fraud_flag,dwell_time_seconds,records_accessed,calendar_context,login_hour,off_hours_flag
2025-10-22 17:10:25,1d755bbd-e9f8-4e8a-9a3c-53c7c5af8c50,EMP_1410,CLERK,BR_18,Initiate,278924.39,ACC_3906,ACC_289,RTGS,0362b5a9-9276-4237-a36c-5a35aa5af5e0,10.18.78.190,Customer query regarding statement. Clarified.,Performance review: Satisfactory.,0,0,188.1,141,NORMAL,17,0
2025-10-22 17:14:18,8b676a62-c928-4d34-86d2-e8602e9c7a0d,EMP_1056,CLERK,BR_07,Initiate,480222.94,ACC_1724,ACC_298,RTGS,ec5ad1e7-1a76-4df8-a842-030d380c8125,10.7.136.245,Customer query regarding statement. Clarified.,Transferred to BR_05 on mutual request.,1,0,189.9,87,QUARTER_END,17,0
2025-10-22 17:15:40,22415f9a-f451-40dc-b9ff-071da8eb7b4d,EMP_1037,CLERK,BR_14,Initiate,352595.36,ACC_5623,ACC_326,RTGS,d3762596-dea8-4c70-b2f4-3a6af9e37abe,206.228.160.231,Account balance inquiry. Normal operation.,Attended mandatory AML training.,1,0,64.8,134,NORMAL,17,0
2025-10-22 17:19:08,5070ae85-28b7-4f9c-8ef6-5bc755643844,EMP_1478,CLERK,BR_03,Initiate,188011.06,ACC_4987,ACC_445,UPI,5ddd5be0-a828-4dbc-b9f6-8705fbd24976,216.228.82.113,Minor delay in credit. Resolved within SLA.,Completed fraud awareness workshop.,0,0,209.0,109,NORMAL,17,0
2025-10-22 17:20:37,a611cb79-ffc7-448e-8b5a-abe17b53eef1,EMP_1309,CLERK,BR_13,Initiate,403461.46,ACC_3551,ACC_113,NEFT,a66c6d75-360e-4efb-b326-8da8b14abb11,10.13.133.93,Customer verified transaction manually. No issues reported.,Attended mandatory AML training.,1,0,78.1,124,QUARTER_END,17,0
2025-10-22 17:21:02,97d281da-1b1b-4358-a494-523b7170a89a,EMP_1461,CLERK,BR_03,Initiate,401529.0,ACC_1704,ACC_367,NEFT,acf91f3d-a8b0-48fa-b080-eaff8b553fc2,10.3.244.135,Signature mismatch resolved after verification.,Completed CBS upgrade training.,1,0,241.7,129,NORMAL,17,0
2025-10-22 17:28:20,46168074-066e-41ff-bd58-9410c9500aee,EMP_1166,CLERK,BR_13,Initiate,220310.55,ACC_4587,ACC_440,NEFT,bb257573-7494-4294-8b5c-e3b29a957d60,10.13.97.247,Customer query regarding statement. Clarified.,Target achieved for Q3 2025.,0,0,150.5,145,NORMAL,17,0
2025-10-22 17:28:50,40b2dfa6-87f0-41f5-8ae7-2b52f93f582b,EMP_1049,CLERK,BR_14,DB_Read,46964.4,ACC_8682,ACC_521,SYSTEM,ffaa9ea6-a77a-4d93-9c60-884c1f1bada7,10.14.251.118,Account balance inquiry. Normal operation.,Medical leave approved — 3 days.,1,0,106.4,100,NORMAL,17,0
2025-10-22 17:30:22,11c88bf7-529f-4cbb-a49c-9711b5f96d7c,EMP_1445,CLERK,BR_15,DB_Read,169421.51,ACC_9496,ACC_430,SYSTEM,c6a0f803-211f-4904-8e8e-539f8af83e33,10.15.210.4,Customer query regarding statement. Clarified.,Completed CBS upgrade training.,1,0,160.6,131,NORMAL,17,0
2025-10-22 17:31:53,341eb6f5-1b9f-42a4-8cf0-0484ed64886d,EMP_1338,CLERK,BR_17,Initiate,403165.65,ACC_4109,ACC_390,RTGS,aeb612cb-d9df-4c34-a73b-d1d5dad63156,10.17.118.215,,,1,0,144.8,137,NORMAL,17,0
2025-10-22 17:34:55,b3f6eb6f-e045-417e-8e7a-357eee90da38,EMP_1239,CLERK,BR_20,DB_Read,229173.46,ACC_2020,ACC_212,SYSTEM,c7d90556-2032-499a-9e1e-26c39ad0d07b,10.20.163.75,Standard NEFT processing — customer confirmed.,Medical leave approved — 3 days.,1,0,243.8,95,NORMAL,17,0
2025-10-22 17:37:57,25eda9c8-5c2f-4342-8183-158093b0aa98,EMP_1483,CLERK,BR_11,DB_Read,371305.03,ACC_1413,ACC_394,SYSTEM,d082abe2-7740-4376-ba4f-854ddf093697,10.11.176.242,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,1,0,214.2,142,FYE,17,0
2025-10-22 17:38:12,7b357bb9-ac47-43d5-9170-72ccf57629b6,EMP_1028,CLERK,BR_17,Initiate,372354.68,ACC_7003,ACC_461,NEFT,148ca89c-d321-4c9b-841d-436a9d91a888,208.244.25.77,Loan EMI processed as per schedule.,Attended mandatory AML training.,1,0,240.2,111,NORMAL,17,0
2025-10-22 17:52:48,f875f4f7-9476-49dd-8867-e683efa1a7b6,EMP_1433,CLERK,BR_05,DB_Read,9389.03,ACC_8646,ACC_216,SYSTEM,c14bf075-054a-41c7-84d9-b40ef2ddddfb,10.5.243.123,Signature mismatch resolved after verification.,Annual leave approved.,1,0,295.8,98,NORMAL,17,0
2025-10-22 17:55:45,e25ed36a-fb26-40e0-984f-7896618caefb,EMP_1154,CLERK,BR_13,DB_Read,261011.03,ACC_1998,ACC_563,SYSTEM,82fe03ef-a0e3-4b23-b1f2-fa4379af4db0,10.13.60.192,,,1,0,277.6,137,NORMAL,17,0
2025-10-22 18:00:00,4cd48013-a74f-488a-8558-6c05c751bc5d,EMP_1047,CLERK,BR_10,Initiate,762362.0,ACC_3643,ACC_547,NEFT,50128296-a7ed-4c44-8ca1-3ea24c4229a0,10.10.194.211,"Formal complaint filed — demanded bribe, senior manager witness present.",Performance review withheld pending Ethics Committee decision.,1,1,170.7,113,NORMAL,18,0
2025-10-22 18:01:40,a388c8a5-023b-4c9c-98b2-c8bae40b902a,EMP_1047,CLERK,BR_10,Initiate,1766227.0,ACC_3711,ACC_457,NEFT,6c82c2ad-ab55-4c10-acf0-2ec4d49d1d71,10.10.114.214,Customer reports money missing after employee interaction.,CBI referral recommended by internal audit committee.,1,1,198.4,127,NORMAL,18,0
2025-10-22 18:02:10,af28b92e-705d-41b4-9960-15fbccbdb61d,EMP_1125,MANAGER,BR_11,Initiate,102816.93,ACC_2707,ACC_429,IMPS,0d6884e9-b7d0-477b-a330-8b3c118abb42,10.11.163.179,Standard NEFT processing — customer confirmed.,Completed CBS upgrade training.,1,0,273.6,33,NORMAL,18,0
2025-10-22 18:03:07,f3f7d921-33e3-48ee-87d2-f98fad3695ce,EMP_1285,CLERK,BR_07,Initiate,286682.28,ACC_1116,ACC_278,RTGS,b426c354-323d-41f0-b493-e2712b97926f,10.7.191.107,KYC update verified. Documents in order.,Promoted to Senior Clerk. Effective April 2026.,1,0,153.1,143,NORMAL,18,0
2025-10-22 18:03:20,6ebb8dca-2d06-4b24-9f0d-0ef59bb5d06f,EMP_1047,CLERK,BR_10,Initiate,1821171.0,ACC_3835,ACC_117,NEFT,6c82c2ad-ab55-4c10-acf0-2ec4d49d1d71,10.10.114.214,"Customer reported that branch manager demanded bribe for loan approval. Amount: ₹50,000.",Performance review withheld pending Ethics Committee decision.,1,1,143.4,90,NORMAL,18,0
2025-10-22 18:05:00,a706541b-e4ca-48dd-9a6d-3c826cf2b170,EMP_1047,CLERK,BR_10,Initiate,3478624.0,ACC_2868,ACC_243,RTGS,5b48a950-0415-4144-a751-0e993a14d5b5,10.10.79.71,Customer alleges forged signature on loan documents by bank official.,Disciplinary proceedings initiated per Staff Regulation 14(3). Do not reassign.,1,1,81.7,114,NORMAL,18,0
2025-10-22 18:05:01,939cc0e0-2e2d-4d9d-b57a-9f3a5fe540e8,EMP_1432,CLERK,BR_08,DB_Read,87540.27,ACC_1391,ACC_312,SYSTEM,f681f8b4-f8b0-4c65-afa5-76e7e7ee4d4d,10.8.103.147,,,0,0,161.0,150,NORMAL,18,0
2025-10-22 18:06:40,58ada537-a711-4093-9925-17a36353e737,EMP_1047,CLERK,BR_10,Initiate,3006644.0,ACC_2252,ACC_565,RTGS,6c82c2ad-ab55-4c10-acf0-2ec4d49d1d71,10.10.114.214,Suspected phishing transaction — customer did not initiate this.,Suspended pending investigation. Access revoked.,1,1,198.9,124,NORMAL,18,0
2025-10-22 18:08:06,d24fdbdd-1f56-4098-9e73-2205e267d205,EMP_1428,CLERK,BR_07,DB_Read,395271.68,ACC_3377,ACC_180,SYSTEM,da59ed7a-17a5-419f-926d-967c68a09608,10.7.136.245,Signature mismatch resolved after verification.,Target achieved for Q3 2025.,1,0,39.2,115,NORMAL,18,0
2025-10-22 18:08:20,71d3d041-8844-4e9a-a18b-00cfa0acd4ff,EMP_1047,CLERK,BR_10,Initiate,4027541.0,ACC_3010,ACC_455,NEFT,80e3c55f-ef82-4bae-a13b-cd1079209e8a,10.10.194.211,Customer alleges forged signature on loan documents by bank official.,Disciplinary proceedings initiated per Staff Regulation 14(3). Do not reassign.,1,1,251.6,112,NORMAL,18,0
2025-10-22 18:09:58,823a9d2f-a953-4f0f-b32a-93e5cd1524aa,EMP_1405,CLERK,BR_09,Initiate,309056.68,ACC_2129,ACC_594,RTGS,97a8ef6f-fb40-4031-82a8-f4066ba77490,10.9.130.210,,,1,0,47.7,150,FYE,18,0
2025-10-22 18:10:00,26104216-950b-4e53-b258-c261a61090bc,EMP_1047,CLERK,BR_10,Initiate,3489410.0,ACC_3992,ACC_414,NEFT,d37c782b-0ee1-4c5c-a438-6306abcb332a,216.205.10.74,Account holder complained: demanded bribe and threatened to delay processing.,Show-cause notice issued. Employee failed to respond within stipulated time.,1,1,105.6,100,NORMAL,18,0
2025-10-22 18:11:38,78e40d5d-cc3b-4e50-9000-336d28206865,EMP_1107,MANAGER,BR_14,Approve,1701576.39,ACC_1210,ACC_454,RTGS,f30daf2a-51de-46f4-af71-ddf5f6d8b2f8,10.14.30.135,Signature mismatch resolved after verification.,Target achieved for Q3 2025.,1,0,81.8,48,NORMAL,18,0
2025-10-22 18:11:40,c5772b0a-f4db-4d33-a8ea-6a5051b4cf81,EMP_1047,CLERK,BR_10,Initiate,2328740.0,ACC_2818,ACC_196,NEFT,10c81817-a677-4fc0-9a61-5f972b3f4f95,10.10.96.240,Customer reports money missing after employee interaction.,CBI referral recommended by internal audit committee.,1,1,180.6,86,NORMAL,18,0
2025-10-22 18:13:20,5edb9ef3-7787-4af1-8603-3191da896c46,EMP_1047,CLERK,BR_10,Initiate,4163091.0,ACC_2835,ACC_200,NEFT,d37c782b-0ee1-4c5c-a438-6306abcb332a,216.205.10.74,Customer reports money missing after employee interaction.,CBI referral recommended by internal audit committee.,1,1,219.0,96,NORMAL,18,0
2025-10-22 18:15:00,f191536a-c2c1-46a4-a586-a2a87c144e2d,EMP_1047,CLERK,BR_10,Initiate,1251378.0,ACC_2642,ACC_429,NEFT,97b4416c-112f-4500-832f-3138dcecbd1e,10.10.24.63,Customer alleges forged signature on loan documents by bank official.,Show-cause notice issued. Employee failed to respond within stipulated time.,1,1,75.0,128,NORMAL,18,0
2025-10-22 18:16:40,86f70339-b629-4af1-8613-1f740e4b3c43,EMP_1047,CLERK,BR_10,Initiate,602204.0,ACC_2668,ACC_588,RTGS,a5502f71-5af9-4897-a60f-6e94fc036e99,10.10.1.194,Account holder complained: demanded bribe and threatened to delay processing.,CBI referral recommended by internal audit committee.,1,1,171.8,100,NORMAL,18,0
2025-10-22 18:18:20,8dc160b2-2270-4973-8fae-47cd0bfbe529,EMP_1047,CLERK,BR_10,Initiate,905215.0,ACC_2212,ACC_335,RTGS,9286a00d-5265-4ba1-a6f7-decc3b23d040,10.10.152.119,"Formal complaint filed — demanded bribe, senior manager witness present.",Suspended pending investigation. Access revoked.,1,1,148.7,92,NORMAL,18,0
2025-10-22 18:19:16,4e8b792e-7132-4ffe-8848-62fe7a773911,EMP_1188,CLERK,BR_07,DB_Read,160276.69,ACC_9837,ACC_242,SYSTEM,3c35fc5a-1fd9-4f9d-a12f-25aa435b6e46,10.7.113.57,Customer query regarding statement. Clarified.,Annual leave approved.,0,0,241.3,142,NORMAL,18,0
2025-10-22 18:20:00,381df607-4993-43ae-81a7-daa8fe1587a2,EMP_1047,CLERK,BR_10,Initiate,3750617.0,ACC_3543,ACC_157,NEFT,2f2dbf02-53f1-4da2-8692-459e71927aca,10.10.79.71,Manager demanded bribe for loan approval; customer refused and lodged written complaint.,Employee under departmental inquiry for misconduct. Conduct unsatisfactory.,1,1,259.9,133,NORMAL,18,0
2025-10-22 18:21:40,294a7c54-40fc-428c-b472-e7381ed75969,EMP_1047,CLERK,BR_10,Initiate,2578447.0,ACC_3393,ACC_280,RTGS,d9ee2b85-2089-4f63-bcf1-311b33fc8223,10.10.105.18,Manager demanded bribe for loan approval; customer refused and lodged written complaint.,CBI referral recommended by internal audit committee.,1,1,234.9,103,NORMAL,18,0
2025-10-22 18:23:20,ca542263-d1c1-4684-a50b-b30f0be0c4c7,EMP_1047,CLERK,BR_10,Initiate,1225723.0,ACC_3434,ACC_572,RTGS,50128296-a7ed-4c44-8ca1-3ea24c4229a0,10.10.194.211,"Formal complaint filed — demanded bribe, senior manager witness present.",ALERT: Unusual bulk export of 50000 customer records to external IP detected.,1,1,282.3,133,NORMAL,18,0
2025-10-22 18:25:30,206e061f-6ba7-4603-aaba-f8d1aa2fd433,EMP_1296,MANAGER,BR_10,Approve,4552797.0,ACC_3002,ACC_200,RTGS,8980e398-1db5-4e7e-b027-944323fe8d0f,10.3.244.135,Manager demanded bribe for loan approval; customer refused and lodged written complaint.,Employee under departmental inquiry for misconduct. Conduct unsatisfactory.,1,1,149.6,42,NORMAL,18,0
2025-10-22 18:28:45,867620e2-2f9c-42fc-a440-9c124af1d322,EMP_1212,MANAGER,BR_05,Approve,1536582.64,ACC_8254,ACC_539,NEFT,1d4a28f9-16e4-441e-8b8c-544c9afd21fc,10.5.45.167,Minor delay in credit. Resolved within SLA.,Transferred to BR_05 on mutual request.,1,0,84.6,44,NORMAL,18,0
2025-10-22 18:29:04,82539693-ff42-47bb-9457-5cccb1723dc4,EMP_1190,CLERK,BR_11,DB_Read,473621.23,ACC_9260,ACC_275,SYSTEM,e6593826-2879-43b7-affd-0001264cf0ad,10.11.111.194,KYC update verified. Documents in order.,Transferred to BR_05 on mutual request.,0,0,297.1,142,NORMAL,18,0
2025-10-22 18:30:14,8511e1c0-a4e0-4f12-8811-214f415c24ac,EMP_1453,CLERK,BR_03,DB_Read,384726.69,ACC_9784,ACC_383,SYSTEM,2b39f324-9e3d-44bb-bef4-54282899be8c,10.3.88.118,KYC update verified. Documents in order.,Completed fraud awareness workshop.,1,0,256.1,95,NORMAL,18,0
2025-10-22 18:39:25,5f5cd72f-1c78-4a75-9d25-a33621820eca,EMP_1057,CLERK,BR_17,DB_Read,139349.89,ACC_8511,ACC_519,SYSTEM,902bc885-247c-4a55-92e4-9beeb723771c,10.17.40.129,Routine account inquiry. Resolved satisfactorily.,Annual leave approved.,1,0,37.3,129,NORMAL,18,0
2025-10-22 18:39:48,93254d96-6c7b-44ba-84b9-c07592cc514e,EMP_1194,CLERK,BR_14,Initiate,252870.7,ACC_2915,ACC_515,RTGS,02606816-2fd1-41ca-95cb-01cb4e06a561,10.14.251.118,Standard NEFT processing — customer confirmed.,Completed fraud awareness workshop.,0,0,291.8,139,NORMAL,18,0
2025-10-22 18:42:45,5b324000-7c2a-4931-9f3c-684662d3121e,EMP_1442,CLERK,BR_10,DB_Read,338401.48,ACC_4504,ACC_472,SYSTEM,90609043-a8a5-4c5d-a00e-1064a03ab406,10.10.22.103,Account balance inquiry. Normal operation.,Attended mandatory AML training.,1,0,84.5,84,NORMAL,18,0
2025-10-22 18:46:51,2fd25d68-6045-4c66-9fb9-5da7cbf5e0a1,EMP_1095,CLERK,BR_08,DB_Read,154973.91,ACC_9680,ACC_553,SYSTEM,fd803828-3746-446f-9ec2-bf65b376ac6d,10.8.111.196,Minor delay in credit. Resolved within SLA.,Target achieved for Q3 2025.,1,0,55.5,115,QUARTER_END,18,0
2025-10-22 18:48:11,cee613eb-24b3-4a4a-b4b4-6b29e39ccd42,EMP_1440,MANAGER,BR_20,DB_Read,144240.86,ACC_8523,ACC_575,SYSTEM,7cbade50-e07c-4063-b11d-542f092db5e5,10.20.164.155,Account balance inquiry. Normal operation.,Annual leave approved.,1,0,284.8,28,FYE,18,0
2025-10-22 18:53:46,a69a9e76-4560-4531-9a9f-f0e41d62b430,EMP_1290,CLERK,BR_20,Initiate,372201.55,ACC_5643,ACC_542,RTGS,0ebb29a7-8f20-4579-a2ea-1fcbea5f8930,10.20.202.86,Customer verified transaction manually. No issues reported.,Target achieved for Q3 2025.,1,0,142.3,114,NORMAL,18,0
2025-10-22 18:56:31,9271d7a4-4426-44ba-8886-b0d4e37a8f5e,EMP_1035,CLERK,BR_05,DB_Read,176790.71,ACC_5922,ACC_219,SYSTEM,c2d89c71-f0a7-47ce-b012-6f3c8bffad51,10.5.147.83,,,1,0,158.0,146,NORMAL,18,0
2025-10-22 18:58:22,462905ad-3bce-479c-9666-4a214f308bdb,EMP_1297,MANAGER,BR_08,Approve,2164161.21,ACC_4710,ACC_206,RTGS,8609358e-829b-4f55-ab02-6a30a5dfd40d,206.228.160.231,Signature mismatch resolved after verification.,Promoted to Senior Clerk. Effective April 2026.,1,0,206.8,19,QUARTER_END,18,0
2025-10-22 19:07:04,1718497e-5352-4ad6-8ce8-0b803f8782b7,EMP_1383,CLERK,BR_04,DB_Read,369750.05,ACC_3624,ACC_466,SYSTEM,33b9a920-5a96-4e54-bdf7-0f6b4fb5f8b8,10.4.103.212,,,1,0,140.5,87,QUARTER_END,19,0
2025-10-22 19:07:44,af018e87-efeb-4faa-93d1-856a5c889058,EMP_1227,CLERK,BR_19,Initiate,316069.4,ACC_7043,ACC_367,RTGS,78bff4e4-4e95-4384-84e2-a890c719a0c3,10.19.215.77,Standard NEFT processing — customer confirmed.,Completed fraud awareness workshop.,1,0,192.1,109,NORMAL,19,0
2025-10-22 19:12:29,89f61008-65d4-4126-9ebd-27aa0e708ead,EMP_1322,MANAGER,BR_15,DB_Read,2009567.89,ACC_6260,ACC_328,SYSTEM,b7d264ad-0730-4ecd-a271-b7fa5466bb66,10.15.233.96,Signature mismatch resolved after verification.,Performance review: Satisfactory.,1,0,247.6,46,NORMAL,19,0
2025-10-22 19:16:34,38cfccef-db88-4fcc-9e09-286ce61b1464,EMP_1259,CLERK,BR_06,DB_Read,296915.2,ACC_8326,ACC_360,SYSTEM,73dc7c22-f656-409a-94f8-b2d366054743,10.6.232.254,IMPS transfer confirmed by customer.,Medical leave approved — 3 days.,1,0,292.6,95,NORMAL,19,0
2025-10-22 19:22:55,f4ded379-cd31-46ba-a72f-2cd6f0fdd7d9,EMP_1424,MANAGER,BR_03,Initiate,1960519.01,ACC_5356,ACC_429,RTGS,6c6ef5dc-5e77-4e0a-8b5d-4beb98cb34aa,10.3.106.177,Customer query regarding statement. Clarified.,Completed fraud awareness workshop.,1,0,70.9,18,NORMAL,19,0
2025-10-22 19:26:48,05383e0d-861c-442e-a1bc-8fd1f1e1ba06,EMP_1375,CLERK,BR_19,Initiate,155576.5,ACC_6576,ACC_582,IMPS,4d4caf20-79a9-4dff-b7fd-4c975cedeabc,10.19.32.43,,,1,0,297.1,98,NORMAL,19,0
2025-10-22 19:27:04,4b19c7ca-05f3-4506-93fa-b0e9be688bbd,EMP_1312,CLERK,BR_19,Initiate,389403.28,ACC_3959,ACC_398,RTGS,d61ba66e-7fdd-493e-98f7-c046616bb736,70.143.71.233,,,1,0,217.1,145,NORMAL,19,0
2025-10-22 19:34:21,81ed056d-913c-4017-8340-b13004e4bda5,EMP_1220,CLERK,BR_06,Initiate,165579.32,ACC_1294,ACC_286,UPI,9d2022a4-2c5d-4959-a798-bffcdebaba5f,216.205.10.74,IMPS transfer confirmed by customer.,Performance review: Satisfactory.,1,0,71.3,128,NORMAL,19,0
2025-10-22 19:40:55,23214284-657c-4929-ad66-fb8521ecd01e,EMP_1466,CLERK,BR_09,DB_Read,312666.88,ACC_6186,ACC_503,SYSTEM,dc3cd277-75f0-49bd-85ab-5057f6589052,10.9.41.175,KYC update verified. Documents in order.,Transferred to BR_05 on mutual request.,1,0,37.9,122,NORMAL,19,0
2025-10-22 19:44:41,6679101c-57f7-4ac4-8350-569c221b217c,EMP_1039,CLERK,BR_06,Initiate,83995.32,ACC_9012,ACC_419,IMPS,7f28d7ef-4053-4c80-8270-20e642ad587c,216.228.82.113,Signature mismatch resolved after verification.,Transferred to BR_05 on mutual request.,1,0,171.7,95,NORMAL,19,0
2025-10-22 19:48:11,2cc4a950-4b56-4c42-8dcd-ec60397035bf,EMP_1192,CLERK,BR_13,Initiate,103442.32,ACC_6755,ACC_140,NEFT,ff99fb74-56f5-49cf-8dcb-ce59a6d3871d,10.13.113.190,Customer verified transaction manually. No issues reported.,Medical leave approved — 3 days.,1,0,82.9,113,NORMAL,19,0
2025-10-22 19:52:10,3f02edd0-60f9-432d-ae19-c77df0f15b06,EMP_1045,CLERK,BR_01,DB_Read,374817.37,ACC_5468,ACC_474,SYSTEM,7a1fe498-924b-4294-b035-f45df3c86e83,10.1.19.36,Loan EMI processed as per schedule.,Attended mandatory AML training.,1,0,150.2,114,NORMAL,19,0
2025-10-22 19:55:48,111e9366-5195-4d7c-af75-2eceeda6db25,EMP_1056,CLERK,BR_07,Initiate,417501.39,ACC_1347,ACC_563,RTGS,7ada5939-57e1-4662-bef4-fd65b12da763,10.7.120.16,Signature mismatch resolved after verification.,Performance review: Satisfactory.,1,0,56.3,97,NORMAL,19,0
2025-10-22 19:57:34,cacc32b4-cb2b-4bd6-bb44-69f79eff27ee,EMP_1086,CLERK,BR_01,Initiate,118391.94,ACC_8667,ACC_512,IMPS,afde8bee-5eaa-48af-9e07-c812897ed99d,10.1.230.196,Routine account inquiry. Resolved satisfactorily.,Promoted to Senior Clerk. Effective April 2026.,1,0,119.6,105,FYE,19,0
2025-10-22 20:15:58,a29d58cb-9f23-492e-b7db-e8d2cb10c2ec,EMP_1327,MANAGER,BR_04,DB_Read,1635651.46,ACC_1150,ACC_574,SYSTEM,9400b200-7baf-4251-85c1-6f66e5c0d88b,10.4.25.172,Signature mismatch resolved after verification.,Completed CBS upgrade training.,1,0,198.0,34,NORMAL,20,0
2025-10-22 20:37:54,823d4c54-322e-4f14-a66b-5cf8dc6393d9,EMP_1145,CLERK,BR_13,Initiate,38434.08,ACC_8521,ACC_412,IMPS,f2749340-5d1d-4186-92af-baff6d44411c,10.13.122.142,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,1,0,245.7,141,FYE,20,0
2025-10-22 21:08:48,55c2709d-4499-4e01-8ecc-a276e49dd7ed,EMP_1481,CLERK,BR_14,DB_Read,388746.4,ACC_5266,ACC_111,SYSTEM,735c84fe-8c52-40e4-87e7-6692e3234863,10.14.250.48,,,1,0,52.4,80,QUARTER_END,21,1
2025-10-22 21:10:35,31f40698-e54d-4f5f-8028-f719968636dc,EMP_1330,CLERK,BR_04,Initiate,351760.62,ACC_3734,ACC_274,RTGS,35b40113-c071-45b9-9b9f-9f1ac1e2b52c,10.4.140.74,Minor delay in credit. Resolved within SLA.,Medical leave approved — 3 days.,1,0,127.8,136,NORMAL,21,1
2025-10-22 21:13:44,2494f552-c5a7-4289-a614-4bf7531a317b,EMP_1330,CLERK,BR_04,DB_Read,387173.74,ACC_8146,ACC_224,SYSTEM,4ed0711d-80f5-4e18-bd38-4e2549d9b145,10.4.138.239,,,1,0,43.3,90,NORMAL,21,1
2025-10-22 21:24:09,f95b0677-1cb7-4cd0-afee-a9a95f98bcba,EMP_1079,CLERK,BR_19,DB_Read,32563.87,ACC_6569,ACC_490,SYSTEM,9f3568a9-4c9b-42be-8d15-e65d2c7a755b,10.19.198.200,Minor delay in credit. Resolved within SLA.,Transferred to BR_05 on mutual request.,1,0,295.2,87,NORMAL,21,1
2025-10-22 21:27:42,f0150f2d-c24b-4409-b60f-d90470656bb2,EMP_1498,CLERK,BR_04,DB_Read,60048.49,ACC_5695,ACC_116,SYSTEM,c3aa95dc-8bbd-440d-bf28-dcb3c85f1567,10.4.140.74,,,1,0,111.7,95,FYE,21,1
2025-10-22 21:47:41,5d8e8b72-4e88-4d9e-8998-a4cbdc7e3e69,EMP_1351,CLERK,BR_09,Initiate,28778.04,ACC_3620,ACC_396,UPI,ee78fd28-3ab6-42b4-a6d4-32ec3aad9ff0,10.9.111.149,Account balance inquiry. Normal operation.,Completed fraud awareness workshop.,1,0,78.5,122,NORMAL,21,1
2025-10-23 08:14:14,2a1dbe4c-d52d-471f-b0fc-e6c730dc8d82,EMP_1105,CLERK,BR_20,Initiate,23766.21,ACC_3708,ACC_427,UPI,17095174-0298-48e7-bee8-6d78957a139c,10.20.202.86,Customer query regarding statement. Clarified.,Transferred to BR_05 on mutual request.,1,0,107.2,122,NORMAL,8,0
2025-10-23 08:15:07,968c7f4d-7bcd-4789-814f-11633efd3186,EMP_1200,CLERK,BR_02,Initiate,145680.93,ACC_7513,ACC_481,NEFT,ccb0b0f8-db38-402c-a999-b96b57f8b34c,10.2.194.38,Signature mismatch resolved after verification.,Attended mandatory AML training.,1,0,102.9,119,NORMAL,8,0
2025-10-23 08:27:57,b371041f-b3fc-45c7-8986-f7892ec35488,EMP_1232,CLERK,BR_13,Initiate,286774.02,ACC_4863,ACC_237,RTGS,0dbb76cb-2f4d-4800-adc3-ac954bc18ee7,10.13.60.192,Signature mismatch resolved after verification.,Completed fraud awareness workshop.,1,0,295.8,142,NORMAL,8,0
2025-10-23 08:34:22,f2d2778c-4329-4531-bd1c-04cf23217b84,EMP_1450,CLERK,BR_18,DB_Read,163517.94,ACC_6106,ACC_274,SYSTEM,96a0ee8e-0676-4825-a7cd-bfb2e870d85b,10.18.116.92,Standard NEFT processing — customer confirmed.,Transferred to BR_05 on mutual request.,1,0,286.4,110,NORMAL,8,0
2025-10-23 08:34:38,f51a46dd-2ff1-468a-8da9-dd1c4130a562,EMP_1377,CLERK,BR_05,Initiate,340900.2,ACC_9378,ACC_387,RTGS,e5688981-a1e3-4395-b755-5d3a5dbd7557,10.5.45.167,Account balance inquiry. Normal operation.,Medical leave approved — 3 days.,1,0,178.2,89,QUARTER_END,8,0
2025-10-23 08:34:54,1d4652f8-47f9-46c5-832f-11775ffac913,EMP_1404,CLERK,BR_07,Initiate,70238.82,ACC_2159,ACC_346,NEFT,798c72f8-9979-497e-88c2-6ef250e9d4bb,10.7.113.57,,,1,0,185.4,127,NORMAL,8,0
2025-10-23 08:49:14,578bad28-35a4-4711-b3b6-8dec68ac50fd,EMP_1255,CLERK,BR_12,DB_Read,72592.46,ACC_3327,ACC_285,SYSTEM,22bd0c85-7a3b-48c6-9988-5604a15c466f,10.12.189.24,KYC update verified. Documents in order.,Completed CBS upgrade training.,1,0,81.9,86,NORMAL,8,0
2025-10-23 09:07:42,84b0c69a-c10b-4a04-8e78-05e42e9d76b7,EMP_1309,CLERK,BR_13,DB_Read,121024.0,ACC_9265,ACC_392,SYSTEM,77bd9fa4-555f-45de-846f-57b885cc9341,10.13.144.98,Signature mismatch resolved after verification.,Completed CBS upgrade training.,1,0,197.6,80,FYE,9,0
2025-10-23 09:08:33,2994bab5-c158-410c-8805-ad05227b3b96,EMP_1123,CLERK,BR_08,DB_Read,499013.75,ACC_4109,ACC_276,SYSTEM,e47f7c7a-ce41-4942-9e2e-40a47bb7a5fc,10.8.41.135,,,1,0,242.0,143,NORMAL,9,0
2025-10-23 09:09:42,273a82c9-ec06-445d-a9c3-57623c2f5d89,EMP_1331,MANAGER,BR_18,Initiate,398360.58,ACC_4522,ACC_130,RTGS,ba6a4fd5-9779-42e2-bf6d-601ece3ad263,10.18.95.175,Customer verified transaction manually. No issues reported.,Completed fraud awareness workshop.,0,0,274.1,23,NORMAL,9,0
